Date,TOP
2017-05-22,75.5
2017-05-23,75.85
2017-05-24,76.15
2017-05-25,75.5
2017-05-26,75.6
2017-05-29,75.75
2017-05-30,76.3
2017-05-31,76.9
2017-06-01,76.3
2017-06-02,77.0
2017-06-05,77.75
2017-06-06,77.5
2017-06-07,78.0
2017-06-08,77.8
2017-06-09,77.75
2017-06-12,77.9
2017-06-13,79.0
2017-06-14,79.5
2017-06-15,79.35
2017-06-16,79.0
2017-06-19,78.85
2017-06-20,78.65
2017-06-21,78.35
2017-06-22,78.35
2017-06-23,78.2
2017-06-26,78.0
2017-06-27,77.9
2017-06-28,78.25
2017-06-29,78.5
2017-06-30,79.0
2017-07-03,77.9
2017-07-04,76.0
2017-07-05,76.85
2017-07-06,78.1
2017-07-07,78.35
2017-07-11,78.75
2017-07-12,79.2
2017-07-13,79.65
2017-07-14,79.0
2017-07-17,79.0
2017-07-18,79.6
2017-07-19,81.85
2017-07-20,82.6
2017-07-21,83.1
2017-07-24,83.6
2017-07-25,83.65
2017-07-26,84.6
2017-07-27,85.25
2017-07-31,85.65
2017-08-01,85.85
2017-08-02,86.25
2017-08-03,85.6
2017-08-04,86.5
2017-08-07,86.5
2017-08-08,86.75
2017-08-09,87.0
2017-08-10,88.0
2017-08-11,87.85
2017-08-15,88.0
2017-08-16,88.65
2017-08-17,87.7
2017-08-18,87.5
2017-08-21,88.85
2017-08-22,89.65
2017-08-23,91.5
2017-08-24,90.65
2017-08-25,92.0
2017-08-28,91.8
2017-08-29,93.15
2017-08-30,93.0
2017-08-31,93.35
2017-09-01,93.85
2017-09-04,92.75
2017-09-05,91.5
2017-09-06,91.0
2017-09-07,89.4
2017-09-08,89.85
2017-09-11,90.85
2017-09-12,91.35
2017-09-13,92.0
2017-09-14,92.65
2017-09-15,93.0
2017-09-18,93.0
2017-09-19,92.25
2017-09-20,91.4
2017-09-21,90.85
2017-09-22,91.6
2017-09-25,92.25
2017-09-26,93.1
2017-09-27,93.35
2017-09-28,93.25
2017-09-29,93.0
2017-10-02,93.4
2017-10-03,94.0
2017-10-04,94.2
2017-10-05,94.5
2017-10-06,97.65
2017-10-09,99.5
2017-10-10,99.25
2017-10-11,99.4
2017-10-12,99.85
2017-10-16,103.5
2017-10-17,103.25
2017-10-18,102.75
2017-10-19,103.25
2017-10-20,103.75
2017-10-24,106.75
2017-10-25,107.75
2017-10-27,104.0
2017-10-30,103.5
2017-10-31,102.75
2017-11-01,100.4
2017-11-02,97.9
2017-11-03,98.25
2017-11-06,98.15
2017-11-07,99.1
2017-11-08,99.0
2017-11-09,98.15
2017-11-10,95.5
2017-11-13,92.2
2017-11-14,95.25
2017-11-15,94.0
2017-11-16,93.5
2017-11-17,94.0
2017-11-20,94.2
2017-11-21,93.8
2017-11-22,94.0
2017-11-23,95.2
2017-11-24,94.25
2017-11-27,91.85
2017-11-28,92.5
2017-11-29,94.5
2017-11-30,94.25
2017-12-01,93.25
2017-12-04,93.9
2017-12-06,94.9
2017-12-07,96.5
2017-12-08,98.6
2017-12-12,98.5
2017-12-13,98.6
2017-12-14,100.6
2017-12-15,102.25
2017-12-18,103.5
2017-12-19,105.0
2017-12-20,105.75
2017-12-21,104.5
2017-12-22,102.25
2017-12-25,102.25
2017-12-26,103.25
2017-12-27,103.5
2017-12-28,102.75
2017-12-29,103.25
